OBJECTID,SYSTEMSTOP,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,STATUS,PUBLIC_NAM,POINT_X,POINT_Y
193,6696.0,"TAYLOR","THROOP","EB","NS","157","","CHICAGO",1,"Taylor & Throop",-87.65929365,41.86931425
194,22.0,"JACKSON","KARLOV","EB","FS","126","","CHICAGO",1,"Jackson & Karlov",-87.72780787,41.8770066
195,4767.0,"FOSTER","MONTICELLO","EB","NS","92","","CHICAGO",1,"Foster & Monticello",-87.71978,41.975526
196,6057.0,"ASHLAND","CERMAK/BLUE ISLAND","SB","NS","9,X9","N9","CHICAGO",1,"Ashland & Cermak/Blue Island",-87.66617293,41.85248368
197,1790.0,"CLARK","ALBION","SB","NS","22","N22","CHICAGO",1,"Clark & Albion",-87.67198065,42.00178504
198,1847.0,"CLARK","BURTON","SB","NS","22,36","N22","CHICAGO",1,"Clark & Burton",-87.631719,41.909497
199,11474.0,"RIDGE","BROADWAY/BRYN MAWR","NWB","FS","84","","CHICAGO",1,"Ridge & Broadway/Bryn Mawr",-87.660447,41.983932
200,1368.0,"LINCOLN","BERWYN","SEB","NS","11","","CHICAGO",1,"Lincoln & Berwyn",-87.692578,41.977713
201,11877.0,"CALIFORNIA","DEVON","SB","NS","93","","CHICAGO",1,"California & Devon",-87.69972827,41.99764619
202,3718.0,"HALSTED","115TH STREET","SB","NS","8A,108","","CHICAGO",1,"Halsted & 115th Street",-87.64227929,41.68519279
203,5173.0,"RACINE","60TH STREET","SB","NS","44","","CHICAGO",1,"Racine & 60th Street",-87.65469488,41.78513736
204,5182.0,"RACINE","68TH STREET","SB","NS","44","","CHICAGO",1,"Racine & 68th Street",-87.65434201,41.77057756
205,7543.0,"MICHIGAN","110TH STREET","SB","NS","34,119","N34","CHICAGO",1,"Michigan & 110th Street",-87.62086382,41.6945046
206,10235.0,"CICERO","IOWA","SB","NS","54","","CHICAGO",1,"Cicero & Iowa",-87.74591,41.896936
207,4525.0,"ARCHER","MAJOR (west leg)","SWB","NS","62,62H","","CHICAGO",1,"Archer & Major",-87.76464595,41.79544108
208,5368.0,"BROADWAY","SURF (north leg)","SB","NS","36","","CHICAGO",1,"Broadway & Surf",-87.64431034,41.93492829
209,9925.0,"NORTHWEST HWY","OVERHILL","SEB","FS","68","","CHICAGO",1,"Northwest Hwy & Overhill",-87.81870908,42.00432736
210,9936.0,"NORTHWEST HWY","NIAGARA","SEB","FT","68","","CHICAGO",1,"Northwest Hwy & Niagara",-87.8008397,41.99339964
211,16069.0,"CICERO","PERSHING","SB","FS","54B","","CHICAGO",1,"Cicero & Pershing",-87.74369328,41.82179553
212,2259.0,"KING DRIVE","90TH STREET","SB","FS","3","","CHICAGO",1,"King Drive & 90th Street",-87.61445367,41.73096625
213,14102.0,"JEFFERSON PARK","BLUE LINE STATION/SOUTH B","SWB","TERM","81","N81","CHICAGO",1,"Jefferson Park Transit Center",-87.76185025,41.96984927
214,7058.0,"S. SHORE DRIVE","77TH STREET","SB","FS","N5,6,26,71","N5","CHICAGO",1,"S. Shore Drive & 77th Street",-87.55339915,41.75689547
215,5353.0,"BROADWAY","CULLOM","SB","MT","36","","CHICAGO",1,"Broadway & Cullom",-87.654145,41.960081
216,6488.0,"WENTWORTH","CERMAK","NB","NS","24","","CHICAGO",1,"Wentworth & Cermak",-87.63191809,41.85269836
217,5710.0,"IRVING PARK","KEYSTONE","WB","NS","80","","CHICAGO",1,"Irving Park & Keystone (Blue Line)",-87.72903944,41.95374569
218,5314.0,"67TH STREET","EAST END","WB","NT","N5,6,15,67","N5","CHICAGO",1,"67th Street & East End",-87.58383046,41.77341842
219,4723.0,"JACKSON","CAMPBELL","WB","NS","126","","CHICAGO",1,"Jackson & Campbell",-87.68868467,41.87759071
220,8099.0,"47TH STREET","ALBANY","WB","NS","47","","CHICAGO",1,"47th Street & Albany",-87.70140483,41.80822289
221,237.0,"CONGRESS","KARLOV","WB","NS","7","","CHICAGO",1,"Congress & Karlov",-87.72774701,41.87439868
222,458.0,"MADISON","PEORIA","WB","NS","20","N20","CHICAGO",1,"Madison & Peoria",-87.649477,41.8818
223,9688.0,"LAWRENCE","MENARD (west leg)","WB","NS","81W,91","","CHICAGO",1,"Lawrence & Menard",-87.772711,41.967761
224,10122.0,"71ST STREET","SPAULDING","WB","NT","67","","CHICAGO",1,"71st Street & Spaulding",-87.7052,41.764399
225,335.0,"ROOSEVELT","MAY","WB","NS","12","","CHICAGO",1,"Roosevelt & May",-87.65499111,41.86711341
226,9749.0,"LAWRENCE","PROSPECT","WB","FS","81W","","NORRIDGE",1,"Lawrence & Prospect",-87.83101847,41.96676517
227,7997.0,"43RD STREET","COTTAGE GROVE","WB","NS","43","","CHICAGO",1,"43rd Street & Cottage Grove",-87.60657472,41.81688172
228,9517.0,"87TH STREET","ALBANY","WB","NT","87","","CHICAGO",1,"87th Street & Albany",-87.69960034,41.7353777
229,7586.0,"131ST STREET","RHODES","WB","MT","34","N34","CHICAGO",1,"131st Street & Rhodes",-87.609601,41.657499
230,4132.0,"ARMITAGE","4600 WEST","WB","MB","73","","CHICAGO",1,"4600 W Armitage",-87.74183673,41.91705044
231,14681.0,"CENTRAL STREET","RIDGE","WB","NS","201","","EVANSTON",2,"Central Street & Ridge",-87.68329,42.06417
232,9687.0,"LAWRENCE","MAJOR (west leg)","WB","NS","81W,91","","CHICAGO",1,"Lawrence & Major",-87.770069,41.967801
233,5379.0,"STATE","HURON","SB","NS","36","","CHICAGO",1,"State & Huron",-87.628241,41.895007
234,12609.0,"ADDISON","MELVINA","WB","NS","152","","CHICAGO",1,"Addison & Melvina",-87.78122829,41.94575459
235,9314.0,"BELMONT","CENTRAL PARK","WB","NS","77","N77","CHICAGO",1,"Belmont & Central Park",-87.71726747,41.93927553
236,14523.0,"CHICAGO","HAMLIN","WB","FS","66","N66","CHICAGO",1,"Chicago & Hamlin",-87.72134984,41.89548807
237,12574.0,"ADDISON","CALIFORNIA","WB","NS","152","","CHICAGO",1,"Addison & California",-87.69785558,41.94674469
238,1543.0,"51ST STREET","INDIANA","WB","NS","15","","CHICAGO",1,"51st Street & Indiana",-87.62093295,41.80210347
239,6846.0,"CERMAK","ARCHER","WB","NS","21","","CHICAGO",1,"Cermak & Archer",-87.6342735,41.85294079
240,15316.0,"35TH STREET","MICHIGAN","WB","FS","35","","CHICAGO",1,"35th Street & Michigan",-87.62369993,41.83109973
241,367.0,"ROOSEVELT","KEELER","WB","NS","12","","CHICAGO",1,"Roosevelt & Keeler",-87.72995235,41.86618436
242,17019.0,"BELMONT","CENTRAL","WB","FS","77","N77","CHICAGO",1,"Belmont & Central",-87.76677666,41.93863989
243,15337.0,"GRAND","MENARD","WB","FS","65","","CHICAGO",1,"Grand & Menard",-87.77091308,41.91975665
244,6859.0,"CERMAK","THROOP","WB","NS","21","","CHICAGO",1,"Cermak & Throop",-87.65859158,41.85250609
245,7590.0,"127TH STREET","MICHIGAN","WB","NS","34,108","N34","CHICAGO",1,"127th Street & Michigan",-87.61978427,41.66354445
246,11378.0,"MONTROSE","OAKLEY","WB","NT","78","","CHICAGO",1,"Montrose & Oakley",-87.686301,41.961398
247,786.0,"GRAND","WOOD","WB","NS","65","","CHICAGO",1,"Grand & Wood",-87.671862,41.8909867
248,1541.0,"51ST STREET","KING DRIVE (w. serv. dr.)","WB","FS","15","","CHICAGO",1,"51st Street & King Drive",-87.61682331,41.8021636
249,13079.0,"59TH STREET","SACRAMENTO","WB","NS","59","","CHICAGO",1,"59th Street & Sacramento",-87.69833257,41.78638521
250,622.0,"CHICAGO","ASHLAND","WB","NS","66","N66","CHICAGO",1,"Chicago & Ashland",-87.66707916,41.89615141
251,17487.0,"HALSTED","LINCOLN/FULLERTON","NB","FS","8","","CHICAGO",1,"Halsted & Lincoln/Fullerton",-87.64867694,41.92571877
252,17462.0,"PULASKI","ADDISON","SB","FS","53","N53","CHICAGO",1,"Pulaski & Addison",-87.72749217,41.94618759
253,17354.0,"79TH STREET","COLFAX","EB","FS","79","N79","CHICAGO",1,"79th Street & Colfax",-87.56119292,41.75174071
254,17468.0,"BELMONT","MASON","EB","FS","77","N77","CHICAGO",1,"Belmont & Mason",-87.77471056,41.93840665
255,17469.0,"BELMONT","LAMON","EB","FS","77","N77","CHICAGO",1,"Belmont & Lamon",-87.74904333,41.93873824
256,17470.0,"BELMONT","KENOSHA","EB","NS","77","N77","CHICAGO",1,"Belmont & Kenosha",-87.73416153,41.93893101
257,17472.0,"HALSTED","79TH STREET","EB","TERM","8,8A","","CHICAGO",1,"Halsted & 79th Street Terminal",-87.64370184,41.74980413
258,14283.0,"CENTRAL STREET","WALNUT","WB","NS","201,206","","EVANSTON",2,"Central Street & Walnut",-87.7046645,42.06447731
259,988.0,"NORTH AVENUE","MEADE","WB","NS","72","","CHICAGO",1,"North Ave & Meade",-87.77747005,41.90929576
260,4813.0,"FOSTER","WASHTENAW","WB","NS","92","","CHICAGO",1,"Foster & Washtenaw",-87.69635994,41.97591499
261,12360.0,"MONTEREY","100' east of HERMOSA","WB","MB","112","","CHICAGO",1,"Monterey & Hermosa",-87.66671706,41.69082915
262,12362.0,"MONTEREY","HALE (east leg)","WB","NS","112","","CHICAGO",1,"Monterey & Hale",-87.67043939,41.69199534
263,13034.0,"61ST STREET","LANGLEY","WB","NS","N4,59","N4","CHICAGO",1,"61st Street & Langley",-87.60837789,41.78407046
264,12201.0,"103RD STREET","3000 WEST RR CROSSING","WB","NS","103","","CHICAGO",1,"3000 W 103rd Street",-87.69627081,41.70635192
265,7940.0,"BELMONT","WASHTENAW","WB","NS","77","N77","CHICAGO",1,"Belmont & Washtenaw",-87.69506341,41.93949232
266,13065.0,"59TH STREET","LAFLIN","WB","NS","59","","CHICAGO",1,"59th Street & Laflin",-87.66176469,41.78684883
267,12291.0,"103RD STREET","INDIANA","WB","NS","34,106","","CHICAGO",1,"103rd Street & Indiana",-87.61852819,41.70730326
268,9306.0,"BELMONT","PAULINA","WB","NS","77","N77","CHICAGO",1,"Belmont & Paulina",-87.67100319,41.93972449
269,9193.0,"51ST STREET","WENTWORTH","WB","NS","15","","CHICAGO",1,"51st Street & Wentworth",-87.63019,41.8019
270,7515.0,"31ST STREET","CANAL","WB","NS","31","","CHICAGO",1,"31st Street & Canal",-87.63766642,41.8382242
271,15790.0,"87TH STREET","MORGAN","WB","FS","24,87","N87","CHICAGO",1,"87th Street & Morgan",-87.64883777,41.73610083
272,14225.0,"WACKER","STATE","WB","FS","134,135,136","","CHICAGO",1,"Wacker & State",-87.62814441,41.88702684
273,11413.0,"MONTROSE","MENARD","WB","NS","78","","CHICAGO",1,"Montrose & Menard",-87.77200468,41.96047939
274,14621.0,"PULASKI","WELLINGTON","SB","FS","53","N53","CHICAGO",1,"Pulaski & Wellington",-87.72720652,41.93526488
275,3068.0,"KEDZIE","36TH STREET","SB","NS","52","","CHICAGO",1,"Kedzie & 36th Street",-87.70465074,41.82817004
276,5584.0,"MILWAUKEE","BERTEAU","NWB","NS","56","","CHICAGO",1,"Milwaukee & Berteau",-87.75114444,41.95697792
277,3685.0,"HALSTED","83RD STREET","SB","NS","8A","","CHICAGO",1,"Halsted & 83rd Street",-87.643883,41.743515
278,2408.0,"STATE","43RD STREET","SB","NS","29","","CHICAGO",1,"State & 43rd Street",-87.62639712,41.81659818
279,14612.0,"CALIFORNIA","MADISON","SB","FS","94","","CHICAGO",1,"California & Madison",-87.69637461,41.88089101
280,2231.0,"KING DRIVE","63RD STREET","SB","FS","3","","CHICAGO",1,"King Drive & 63rd Street",-87.61569366,41.77995847
281,5024.0,"CLINTON","MADISON","SB","NS","128,192","","CHICAGO",1,"Clinton & Madison",-87.641267,41.881976
282,5629.0,"IRVING PARK","LAMON","EB","NS","80","","CHICAGO",1,"Irving Park & Lamon",-87.74994875,41.95330775
283,10532.0,"GARFIELD","RACINE","EB","FS","55","N55","CHICAGO",1,"Garfield & Racine",-87.6544638,41.79375704
284,396.0,"MADISON","LOCKWOOD (west leg)","EB","NS","20","N20","CHICAGO",1,"Madison & Lockwood",-87.75778965,41.88025187
285,15383.0,"HARLEM","DIVERSEY","NB","FS","90","","CHICAGO",1,"Harlem & Diversey",-87.80641009,41.93099446
286,15539.0,"AUSTIN","WELLINGTON","NB","FS","91","","CHICAGO",1,"Austin & Wellington",-87.77602671,41.93506074
287,6186.0,"ASHLAND","57TH STREET","NB","NS","9","N9","CHICAGO",1,"Ashland & 57th Street",-87.66434247,41.79025299
288,10916.0,"RACINE","76TH STREET","NB","FS","44,75","","CHICAGO",1,"Racine & 76th Street",-87.65378542,41.75651946
289,880.0,"NORTH AVENUE","HAMLIN","EB","NS","72","","CHICAGO",1,"North Ave & Hamlin",-87.721763,41.90988
290,26.0,"JACKSON","CENTRAL PARK","EB","FS","126","","CHICAGO",1,"Jackson & Central Park",-87.7154772,41.87714182
291,5660.0,"IRVING PARK","DAMEN/LINCOLN","EB","NS","80","","CHICAGO",1,"Irving Park & Damen/Lincoln",-87.6788797,41.95404952
292,3385.0,"63RD STREET","KEELER","EB","NS","63","N63","CHICAGO",1,"63rd Street & Keeler",-87.727742,41.778549
293,12445.0,"119TH STREET","LOOMIS","EB","NT","119","","CHICAGO",1,"119th Street & Loomis",-87.65658841,41.67754029
294,15698.0,"ADDISON","NARRAGANSETT","EB","FS","152","","CHICAGO",1,"Addison & Narragansett",-87.78595115,41.94560324
295,1881.0,"DEARBORN","MONROE","NB","FS","22,24,36,62,151","N22,N62","CHICAGO",1,"Dearborn & Monroe",-87.629285,41.880948
296,5954.0,"HALSTED","ARMITAGE","NB","NS","8","","CHICAGO",1,"Halsted & Armitage",-87.64841955,41.91807745
297,2752.0,"79TH STREET","WOOD","EB","NS","79","N79","CHICAGO",1,"79th Street & Wood",-87.66832726,41.75024126
298,7661.0,"35TH STREET","DAMEN","EB","NS","35","","CHICAGO",1,"35th Street & Damen",-87.675437,41.830338
299,2778.0,"79TH STREET","INDIANA","EB","NS","79","N79","CHICAGO",1,"79th Street & Indiana",-87.6198742,41.75098439
300,2889.0,"111TH STREET","MICHIGAN","EB","NS","111","","CHICAGO",1,"111th Street & Michigan",-87.62122408,41.69253952
301,389.0,"MADISON","MENARD","EB","NS","20","N20","CHICAGO",1,"Madison & Menard",-87.76992191,41.88008776
302,15789.0,"87TH STREET","MORGAN","EB","FS","24,87","N87","CHICAGO",1,"87th Street & Morgan",-87.64808512,41.7358845
303,1631.0,"51ST STREET","KING DRIVE (e. serv. dr.)","EB","FS","15","","CHICAGO",1,"51st Street & King Drive",-87.61574132,41.80203876
304,7022.0,"S. SHORE DRIVE","79TH STREET","NB","FS","N5,6,26,71","N5","CHICAGO",1,"S. Shore Drive & 79th Street",-87.54823243,41.75223404
305,8171.0,"47TH STREET","WALLACE","EB","NS","47","","CHICAGO",1,"47th Street & Wallace",-87.64081761,41.80887375
306,10786.0,"71ST STREET","KING DRIVE","EB","NS","71","","CHICAGO",1,"71st Street & King Drive",-87.61548,41.76563
307,2890.0,"111TH STREET","INDIANA","EB","NS","111","","CHICAGO",1,"111th Street & Indiana",-87.61840705,41.69257126
308,1756.0,"MORSE","SHERIDAN","EB","NS","155","","CHICAGO",1,"Morse & Sheridan",-87.66177918,42.00790263
309,11161.0,"HOMAN","GRAND","SB","NS","82","","CHICAGO",1,"Homan & Grand",-87.71154689,41.90027454
310,2497.0,"COTTAGE GROVE","60TH STREET","NB","NS","4","N4","CHICAGO",1,"Cottage Grove & 60th Street",-87.60593411,41.78573679
311,6262.0,"ASHLAND","WEBSTER","NB","NS","9","","CHICAGO",1,"Ashland & Webster",-87.66847102,41.92136043
312,4982.0,"LASALLE","HURON","NB","FS","156","","CHICAGO",1,"LaSalle & Huron",-87.63257579,41.89484249
313,6724.0,"SEDGWICK","NORTH AVENUE","NB","NS","37","","CHICAGO",1,"Sedgwick & North Avenue",-87.6385132,41.91096074
314,5320.0,"STONY ISLAND","63RD STREET","NB","NS","6,15,28","","CHICAGO",1,"Stony Island & 63rd Street",-87.58635116,41.78047225
315,8707.0,"DAMEN","83RD STREET","NB","NS","48","","CHICAGO",1,"Damen & 83rd Street",-87.672839,41.742807
316,14978.0,"HALSTED","107TH STREET","SB","FS","8A,108","","CHICAGO",1,"Halsted & 107th Street",-87.64274308,41.69935242
317,6076.0,"ASHLAND","43RD STREET","SB","NS","9,X9","N9","CHICAGO",1,"Ashland & 43rd Street",-87.66523268,41.81592123
318,6009.0,"ASHLAND","WRIGHTWOOD","SB","NS","9","","CHICAGO",1,"Ashland & Wrightwood",-87.66840601,41.92884949
1,9420.0,"87TH STREET","DREXEL","EB","NT","87","","CHICAGO",1,"87th Street & Drexel",-87.60249853,41.7366103
2,9421.0,"87TH STREET","DAUPHIN/INGLESIDE","EB","NS","87","","CHICAGO",1,"87th Street & Dauphin/Ingleside",-87.601322,41.736645
3,3369.0,"65TH STREET","LONG","EB","NT","165","","BEDFORD PARK",1,"65th Street & Long",-87.7566502,41.77441797
4,3743.0,"LAWRENCE","LAWNDALE","EB","NS","81","N81","CHICAGO",1,"Lawrence & Lawndale",-87.72080234,41.96821766
5,13014.0,"61ST STREET","ELLIS","EB","NS","59","","CHICAGO",1,"61st Street & Ellis",-87.60126456,41.78404668
6,332.0,"ROOSEVELT","900 WEST","WB","MB","12","","CHICAGO",1,"900 W Roosevelt",-87.64943144,41.86721921
7,11374.0,"MONTROSE","WINCHESTER","WB","NS","78","","CHICAGO",1,"Montrose & Winchester",-87.67737373,41.96153108
8,7115.0,"STONY ISLAND","ANTHONY","NB","NS","28","","CHICAGO",1,"Stony Island & Anthony",-87.58540157,41.74868352
9,6995.0,"COMMERCIAL","102ND STREET","NB","NS","71","","CHICAGO",1,"Commercial & 102nd Street",-87.5521846,41.7099611
10,10818.0,"YATES","EXCHANGE/71ST ST. (s.leg)","NB","NS","71","","CHICAGO",1,"Yates & Exchange",-87.56642039,41.76566303
11,9628.0,"AUSTIN","FULTON/PLEASANT","NB","FS","91","","CHICAGO",1,"Austin & Fulton/Pleasant",-87.77475289,41.88567802
12,15078.0,"OAKTON","LACROSSE","WB","NS","97","","SKOKIE",1,"Oakton & Lacrosse",-87.74872683,42.02632058
13,4163.0,"ASHLAND","ORANGE LINE STATION","WB","TERM","31","","CHICAGO",1,"Ashland Orange Line Station",-87.6652554,41.83910322
14,14896.0,"DIVERSEY","MILDRED","WB","NS","76","","CHICAGO",1,"Diversey & Mildred",-87.6513145,41.9327459
15,7519.0,"31ST STREET","HALSTED","WB","NS","31","","CHICAGO",1,"31st Street & Halsted",-87.64612406,41.83810209
16,6485.0,"WENTWORTH","26TH STREET","NB","NS","24","","CHICAGO",1,"Wentworth & 26th Street",-87.631745,41.845315
17,10607.0,"GARFIELD","DAMEN","WB","FS","55","N55","CHICAGO",1,"Garfield & Damen",-87.67457834,41.79396924
18,1262.0,"FULLERTON","KOSTNER","WB","NS","74","","CHICAGO",1,"Fullerton & Kostner",-87.73647819,41.92445662
19,601.0,"CHICAGO","STATE","WB","NS","66","N66","CHICAGO",1,"Chicago & State (Red Line)",-87.62802244,41.89674104
20,15769.0,"115TH STREET","HALSTED","WB","FS","115","","CHICAGO",1,"115th Street & Halsted",-87.64256228,41.68515348
21,508.0,"MADISON","MENARD","WB","NS","20","N20","CHICAGO",1,"Madison & Menard",-87.76966086,41.88026556
22,15557.0,"GRAND","HAMLIN","WB","FS","65","","CHICAGO",1,"Grand & Hamlin",-87.7218211,41.90439661
23,9335.0,"BELMONT","MENARD","WB","NS","77","N77","CHICAGO",1,"Belmont & Menard",-87.77126819,41.93857548
24,11379.0,"MONTROSE","WESTERN","WB","NS","78","","CHICAGO",1,"Montrose & Western",-87.68850147,41.96138618
25,12065.0,"LUNT","CLARK","WB","FS","96","","CHICAGO",1,"Lunt & Clark",-87.67418355,42.00903531
26,15108.0,"ONTARIO","STATE","WB","FS","125","","CHICAGO",1,"Ontario & State",-87.6283778,41.89334287
27,10629.0,"55TH STREET","KEELER","WB","NS","55","","CHICAGO",1,"55th Street & Keeler",-87.72794915,41.79324074
28,12267.0,"106TH STREET","AVENUE O","WB","NS","26,100","","CHICAGO",1,"106th Street & Avenue O",-87.53999099,41.70281547
29,12272.0,"106TH STREET","MUSKEGON","WB","NS","26,100","","CHICAGO",1,"106th Street & Muskegon",-87.554664,41.70284488
30,14862.0,"PERSHING","HALSTED","WB","FS","39","","CHICAGO",1,"Pershing & Halsted",-87.64634449,41.82353989
31,5086.0,"HALSTED","47TH STREET","NB","FS","8,44","","CHICAGO",1,"Halsted & 47th Street",-87.645433,41.809109
32,9145.0,"PULASKI","FOSTER","NB","NS","53","","CHICAGO",1,"Pulaski & Foster",-87.72810981,41.97538338
33,6446.0,"WENTWORTH","71ST STREET","NB","NS","24","","CHICAGO",1,"Wentworth & 71st Street",-87.62969,41.765295
34,9087.0,"PULASKI","HARRISON","NB","NS","53","N53","CHICAGO",1,"Pulaski & Harrison (Blue Line)",-87.7253129,41.87337304
35,6767.0,"18TH STREET","RACINE","EB","NS","18","","CHICAGO",1,"18th Street & Racine",-87.656531,41.857894
36,11939.0,"93RD STREET","JEFFERY","EB","NS","N5,95","N5","CHICAGO",1,"93rd Street & Jeffery",-87.57559134,41.72605615
37,4925.0,"IRVING PARK","CLARENDON","EB","FS","80,135,148","","CHICAGO",1,"Irving Park & Clarendon",-87.64940981,41.95451091
38,12453.0,"119TH STREET","HALSTED","EB","NS","119","","CHICAGO",1,"119th Street & Halsted",-87.64214226,41.67774285
39,7736.0,"PERSHING","VINCENNES","EB","NS","39","","CHICAGO",1,"Pershing & Vincennes",-87.61278769,41.82380402
40,5702.0,"IRVING PARK","KIMBALL","WB","NS","80","","CHICAGO",1,"Irving Park & Kimball",-87.71279203,41.95396828
41,11897.0,"CALIFORNIA","FOSTER","NB","FS","93","","CHICAGO",1,"California & Foster",-87.69884183,41.97602576
42,11409.0,"MONTROSE","LONG","WB","NS","78","","CHICAGO",1,"Montrose & Long",-87.76215122,41.96063576
43,11069.0,"DIVERSEY","KEDZIE","WB","FS","76","","CHICAGO",1,"Diversey & Kedzie",-87.70730498,41.93211818
44,9476.0,"87TH STREET","DOBSON","WB","NT","87","","CHICAGO",1,"87th Street & Dobson",-87.598957,41.736782
45,17166.0,"MADISON","KOSTNER","WB","FS","20","N20","CHICAGO",1,"Madison & Kostner",-87.73573853,41.88072053
46,17200.0,"DEVON","SACRAMENTO","WB","FS","155","","CHICAGO",1,"Devon & Sacramento",-87.70469739,41.99753451
47,14958.0,"MADISON","LARAMIE","WB","FS","20","N20","CHICAGO",1,"Madison & Laramie",-87.7553341,41.88046755
48,10096.0,"69TH STREET","HALSTED","WB","NS","67","","CHICAGO",1,"69th Street & Halsted",-87.64437737,41.76890717
49,4756.0,"FOSTER","CICERO","EB","NS","92","","CHICAGO",1,"Foster & Cicero",-87.74821962,41.9752625
50,9186.0,"51ST STREET","STATE","EB","NS","15","","CHICAGO",1,"51st Street & State",-87.6261143,41.80187226
51,15480.0,"BELMONT","MENARD","EB","FS","77","N77","CHICAGO",1,"Belmont & Menard",-87.77112736,41.93845382
52,6690.0,"POLK","WOOD","EB","NS","157","","CHICAGO",1,"Polk & Wood",-87.671593,41.871467
53,11028.0,"DIVERSEY","SHEFFIELD","EB","FS","76","","CHICAGO",1,"Diversey Brown Line Station",-87.65362119,41.93257845
54,2731.0,"79TH STREET","LAWNDALE (west leg)","EB","NS","79","","CHICAGO",1,"79th Street & Lawndale",-87.71461124,41.74951728
55,315.0,"ROOSEVELT","CLARK","EB","NS","12,18,N62","N62","CHICAGO",1,"Roosevelt & Clark",-87.63060611,41.86723861
56,8160.0,"47TH STREET","DAMEN","EB","NS","47,48","","CHICAGO",1,"47th Street & Damen",-87.67483486,41.80844666
57,14517.0,"CHICAGO","HOMAN","EB","FS","66","N66","CHICAGO",1,"Chicago & Homan",-87.71104249,41.89543299
58,10812.0,"71ST STREET","YATES","EB","NS","71","","CHICAGO",1,"71st Street & Yates",-87.566643,41.7658
59,1721.0,"DEVON","KEDZIE","EB","FS","155","","CHICAGO",1,"Devon & Kedzie",-87.70904957,41.9973267
60,12499.0,"ADDISON","LARAMIE","EB","NS","152","","CHICAGO",1,"Addison & Laramie",-87.7570356,41.94590359
61,2033.0,"DIVISION","WELLS","EB","NS","70","","CHICAGO",1,"Division & Wells",-87.63465985,41.90378504
62,21.0,"JACKSON","KEELER","EB","FS","126","","CHICAGO",1,"Jackson & Keeler",-87.7302,41.876963
63,14506.0,"87TH STREET","HALSTED","EB","FS","24,87","N87","CHICAGO",1,"87th Street & Halsted",-87.64313113,41.73597648
64,17131.0,"DIVISION","WOOD","EB","FS","70","","CHICAGO",1,"Division & Wood",-87.67209195,41.9031949
65,12055.0,"LUNT","CLARK","EB","NS","96","","CHICAGO",1,"Lunt & Clark",-87.67409148,42.008931
66,12969.0,"59TH STREET","CALIFORNIA","EB","NS","59","","CHICAGO",1,"59th Street & California",-87.69374133,41.78633562
67,7220.0,"69TH STREET","KING DRIVE","EB","NS","N5,30,67","N5","CHICAGO",1,"69th Street & King Drive",-87.61548253,41.76928055
68,189.0,"HARRISON","OAKLEY","EB","NS","7","","CHICAGO",1,"Harrison & Oakley",-87.683913,41.873882
69,10285.0,"CICERO","LEXINGTON","NB","NS","54","","CHICAGO",1,"Cicero & Lexington (Blue Line)",-87.744822,41.871076
70,14943.0,"EWING","106TH STREET","NB","FS","30","","CHICAGO",1,"Ewing & 106th Street",-87.53519336,41.70298015
71,8959.0,"DAMEN","ARGYLE","NB","NS","50","","CHICAGO",1,"Damen & Argyle",-87.67922,41.972305
72,17192.0,"NARRAGANSETT","GRAND","NB","FS","86","","CHICAGO",1,"Narragansett & Grand",-87.78532602,41.92275816
73,17213.0,"PULASKI","14TH STREET","NB","FS","53","","CHICAGO",1,"Pulaski & 14th Street",-87.72497574,41.8626889
74,17344.0,"WESTERN","HIRSCH","NB","FS","49","N49","CHICAGO",1,"Western & Hirsch",-87.68699223,41.90681176
75,8703.0,"DAMEN","87TH STREET","SEB","TERM","48,95","","CHICAGO",1,"Damen & 87th Street Terminal",-87.67298324,41.73623458
76,5019.0,"CHESTNUT","MIES VAN DER ROHE","WB","MB","10,125","","CHICAGO",1,"Chestnut & Mies Van Der Rohe",-87.62267307,41.89846025
77,15121.0,"FOSTER","JEWEL PRKING ENT","WB","MB","92","","CHICAGO",1,"Foster & Jewel Prking Ent",-87.72934584,41.97560011
78,5788.0,"HALSTED","ERIE","SB","NS","8","","CHICAGO",1,"Halsted & Erie",-87.647744,41.893451
79,9943.0,"NORTHWEST HWY","NAGLE","SEB","NS","68","","CHICAGO",1,"Northwest Hwy & Nagle",-87.78782075,41.98593988
80,8630.0,"79TH STREET","WESTERN","EB","NS","169","","CHICAGO",1,"79th Street & Western",-87.683067,41.750001
81,6511.0,"WENTWORTH","4200 SOUTH","SB","MB","24","","CHICAGO",1,"4200 S Wentworth",-87.631253,41.81805
82,6496.0,"WENTWORTH","27TH STREET","SB","NS","24","","CHICAGO",1,"Wentworth & 27th Street",-87.63194196,41.84413074
83,6521.0,"WELLS","52ND STREET","SB","NS","24","","CHICAGO",1,"Wells & 52nd Street",-87.632012,41.800185
84,7473.0,"31ST STREET","MORGAN","EB","NS","31","","CHICAGO",1,"31st Street & Morgan",-87.65117586,41.83791346
85,8093.0,"47TH STREET","ROCKWELL","WB","NS","47,94","","CHICAGO",1,"47th Street & Rockwell",-87.68921338,41.80842082
86,9329.0,"BELMONT","LARAMIE","WB","NS","77","N77","CHICAGO",1,"Belmont & Laramie",-87.75649627,41.93877162
87,6823.0,"18TH STREET","WESTERN","WB","NS","18","","CHICAGO",1,"18th Street & Western",-87.68568274,41.85732922
